date,value
02-05-2015,241
03-05-2015,136
04-05-2015,203
05-05-2015,121
06-05-2015,108
07-05-2015,104
08-05-2015,180
09-05-2015,245
10-05-2015,126
11-05-2015,62
12-05-2015,178
13-05-2015,163
14-05-2015,0
15-05-2015,0
16-05-2015,0
17-05-2015,1
18-05-2015,0
19-05-2015,3
20-05-2015,0
21-05-2015,4
22-05-2015,1
23-05-2015,0
24-05-2015,3
25-05-2015,2
26-05-2015,2
27-05-2015,0
28-05-2015,1
29-05-2015,0
30-05-2015,1
31-05-2015,0
01-06-2015,4
02-06-2015,0
03-06-2015,3
04-06-2015,0
05-06-2015,1
06-06-2015,2
07-06-2015,0
08-06-2015,0
09-06-2015,1
10-06-2015,0
11-06-2015,3
12-06-2015,9
13-06-2015,0
14-06-2015,226
15-06-2015,87
16-06-2015,81
17-06-2015,96
18-06-2015,134
19-06-2015,161
20-06-2015,210
21-06-2015,150
22-06-2015,109
23-06-2015,111
24-06-2015,92
25-06-2015,116
26-06-2015,155
27-06-2015,150
28-06-2015,134
29-06-2015,71
30-06-2015,64
01-07-2015,84
02-07-2015,85
03-07-2015,241
04-07-2015,162
05-07-2015,142
06-07-2015,97
07-07-2015,94
08-07-2015,189
09-07-2015,115
10-07-2015,174
11-07-2015,147
12-07-2015,134
13-07-2015,90
14-07-2015,129
15-07-2015,106
16-07-2015,108
17-07-2015,164
18-07-2015,234
19-07-2015,136
20-07-2015,128
21-07-2015,116
22-07-2015,93
23-07-2015,157
24-07-2015,204
25-07-2015,118
26-07-2015,115
27-07-2015,82
28-07-2015,86
29-07-2015,61
30-07-2015,75
31-07-2015,128
01-08-2015,148
02-08-2015,118
03-08-2015,75
04-08-2015,69
05-08-2015,104
06-08-2015,100
07-08-2015,130
08-08-2015,154
09-08-2015,158
10-08-2015,52
11-08-2015,68
12-08-2015,71
13-08-2015,87
14-08-2015,143
15-08-2015,142
16-08-2015,173
17-08-2015,141
18-08-2015,111
19-08-2015,300
20-08-2015,120
21-08-2015,154
22-08-2015,135
23-08-2015,135
24-08-2015,128
25-08-2015,113
26-08-2015,74
27-08-2015,122
28-08-2015,137
29-08-2015,179
30-08-2015,210
31-08-2015,83
01-09-2015,72
02-09-2015,92
03-09-2015,182
04-09-2015,129
05-09-2015,169
06-09-2015,166
07-09-2015,186
08-09-2015,129
09-09-2015,96
10-09-2015,136
11-09-2015,155
12-09-2015,178
13-09-2015,161
14-09-2015,126
15-09-2015,141
16-09-2015,87
17-09-2015,58
18-09-2015,155
19-09-2015,234
20-09-2015,151
21-09-2015,100
22-09-2015,91
23-09-2015,89
24-09-2015,83
25-09-2015,105
26-09-2015,159
27-09-2015,115
28-09-2015,96
29-09-2015,70
30-09-2015,102
01-10-2015,75
02-10-2015,134
03-10-2015,123
04-10-2015,86
05-10-2015,141
06-10-2015,56
07-10-2015,88
08-10-2015,106
09-10-2015,166
10-10-2015,147
11-10-2015,97
12-10-2015,101
13-10-2015,81
14-10-2015,98
15-10-2015,74
16-10-2015,37
17-10-2015,141
18-10-2015,116
19-10-2015,88
20-10-2015,92
21-10-2015,111
22-10-2015,108
23-10-2015,137
24-10-2015,151
25-10-2015,131
26-10-2015,101
27-10-2015,89
28-10-2015,97
29-10-2015,108
30-10-2015,141
31-10-2015,128
01-11-2015,155
02-11-2015,58
03-11-2015,60
04-11-2015,62
05-11-2015,119
06-11-2015,162
07-11-2015,134
08-11-2015,131
09-11-2015,123
10-11-2015,86
11-11-2015,107
12-11-2015,103
13-11-2015,160
14-11-2015,166
15-11-2015,145
16-11-2015,94
17-11-2015,59
18-11-2015,100
19-11-2015,67
20-11-2015,129
21-11-2015,140
22-11-2015,112
23-11-2015,95
24-11-2015,110
25-11-2015,323
26-11-2015,256
27-11-2015,68
28-11-2015,89
29-11-2015,62
30-11-2015,61
01-12-2015,57
02-12-2015,96
03-12-2015,0
04-12-2015,0
05-12-2015,2
06-12-2015,0
07-12-2015,1
08-12-2015,0
09-12-2015,0
10-12-2015,9
11-12-2015,1
12-12-2015,3
13-12-2015,2
14-12-2015,1
15-12-2015,0
16-12-2015,0
17-12-2015,0
18-12-2015,1
19-12-2015,0
20-12-2015,6
21-12-2015,4
22-12-2015,5
23-12-2015,2
24-12-2015,0
25-12-2015,0
26-12-2015,6
27-12-2015,0
28-12-2015,6
29-12-2015,0
30-12-2015,0
31-12-2015,0
01-01-2016,0
02-01-2016,0
03-01-2016,0
04-01-2016,0
05-01-2016,0
06-01-2016,0
07-01-2016,139
08-01-2016,111
09-01-2016,179
10-01-2016,118
11-01-2016,68
12-01-2016,59
13-01-2016,94
14-01-2016,53
15-01-2016,103
16-01-2016,117
17-01-2016,106
18-01-2016,53
19-01-2016,73
20-01-2016,55
21-01-2016,68
22-01-2016,94
23-01-2016,144
24-01-2016,146
25-01-2016,87
26-01-2016,73
27-01-2016,62
28-01-2016,64
29-01-2016,102
30-01-2016,113
31-01-2016,98
01-02-2016,82
02-02-2016,65
03-02-2016,72
04-02-2016,100
05-02-2016,130
06-02-2016,169
07-02-2016,147
08-02-2016,65
09-02-2016,55
10-02-2016,88
11-02-2016,106
12-02-2016,118
13-02-2016,177
14-02-2016,107
15-02-2016,87
16-02-2016,90
17-02-2016,76
18-02-2016,74
19-02-2016,144
20-02-2016,145
21-02-2016,109
22-02-2016,142
23-02-2016,63
24-02-2016,78
25-02-2016,105
26-02-2016,156
27-02-2016,170
28-02-2016,122
29-02-2016,62
01-03-2016,128
02-03-2016,103
03-03-2016,80
04-03-2016,109
05-03-2016,125
06-03-2016,112
07-03-2016,73
08-03-2016,104
09-03-2016,108
10-03-2016,125
11-03-2016,136
12-03-2016,161
13-03-2016,111
14-03-2016,74
15-03-2016,75
16-03-2016,69
17-03-2016,87
18-03-2016,98
19-03-2016,182
20-03-2016,109
21-03-2016,63
22-03-2016,80
23-03-2016,90
24-03-2016,71
25-03-2016,153
26-03-2016,218
27-03-2016,212
28-03-2016,61
29-03-2016,62
30-03-2016,71
31-03-2016,130
01-04-2016,156
02-04-2016,133
03-04-2016,114
04-04-2016,80
05-04-2016,75
06-04-2016,113
07-04-2016,81
08-04-2016,107
09-04-2016,160
10-04-2016,124
11-04-2016,107
12-04-2016,84
13-04-2016,88
14-04-2016,90
15-04-2016,129
16-04-2016,160
17-04-2016,204
18-04-2016,86
19-04-2016,100
20-04-2016,88
21-04-2016,77
22-04-2016,141
23-04-2016,139
24-04-2016,130
25-04-2016,133
26-04-2016,117
27-04-2016,113
28-04-2016,99
29-04-2016,196
30-04-2016,132
01-05-2016,114
02-05-2016,114
03-05-2016,93
04-05-2016,77
05-05-2016,83
06-05-2016,138
07-05-2016,173
08-05-2016,167
09-05-2016,119
10-05-2016,119
11-05-2016,125
12-05-2016,89
13-05-2016,143
14-05-2016,156
15-05-2016,187
16-05-2016,76
17-05-2016,85
18-05-2016,69
19-05-2016,75
20-05-2016,110
21-05-2016,156
22-05-2016,99
